  -2.0107749e+01   2.8128103e+01
  -1.9871618e+01   2.7467161e+01
  -2.0410050e+01   2.7937035e+01
  -1.8381635e+01   2.8259031e+01
  -1.9862813e+01   2.9199340e+01
  -1.8674141e+01   2.8286275e+01
  -2.0275181e+01   2.9727590e+01
  -2.0061147e+01   2.8592425e+01
  -1.9598156e+01   2.7572019e+01
  -2.0675378e+01   2.8581352e+01
  -2.0061069e+01   2.8050161e+01
  -1.8920266e+01   2.7099882e+01
  -1.9316897e+01   2.9201710e+01
  -1.9944905e+01   2.8083532e+01
  -1.9110075e+01   2.9005621e+01
  -2.0761899e+01   2.9163492e+01
  -1.8814672e+01   2.7375000e+01
  -2.1329228e+01   2.9829512e+01
  -1.9920405e+01   2.8675228e+01
  -2.1406528e+01   2.6844128e+01
  -1.9031726e+01   2.8100372e+01
  -2.0599449e+01   2.6515354e+01
  -2.0212478e+01   2.6973218e+01
  -1.8779808e+01   2.8463591e+01
  -2.0712388e+01   2.9365496e+01
  -1.9813739e+01   2.5946702e+01
  -2.0427459e+01   2.7669233e+01
  -1.8693575e+01   2.8306350e+01
  -1.9519470e+01   2.8067406e+01
  -1.9399494e+01   2.8290380e+01
  -1.9857162e+01   2.7871800e+01
  -1.9658161e+01   2.8828883e+01
  -2.1051492e+01   2.8034669e+01
  -1.8096042e+01   2.7752631e+01
  -2.1629295e+01   2.7094751e+01
  -1.9142397e+01   2.6665426e+01
  -1.8542558e+01   2.6857581e+01
  -2.1361933e+01   2.8434137e+01
  -2.0450971e+01   2.7323773e+01
  -2.0274391e+01   2.7957826e+01
  -2.1982341e+01   2.8528201e+01
  -2.0111778e+01   2.8428986e+01
  -1.9868468e+01   2.9859688e+01
  -1.9263199e+01   2.7447053e+01
  -2.0956288e+01   3.0924877e+01
  -2.0039213e+01   2.8384688e+01
  -2.0541039e+01   2.6644810e+01
  -2.1093409e+01   2.7603750e+01
  -1.9920700e+01   2.8533263e+01
  -1.8879317e+01   2.9322459e+01
  -2.1168623e+01   2.7445554e+01
  -1.9543707e+01   2.8405485e+01
  -1.7778428e+01   2.8353773e+01
  -2.1785851e+01   2.8920842e+01
  -2.0538530e+01   2.6776544e+01
  -1.7212457e+01   3.0242359e+01
  -1.9542249e+01   2.6815297e+01
  -2.1212734e+01   2.9033493e+01
  -1.8926359e+01   2.7710605e+01
  -2.1803039e+01   2.8111896e+01
  -2.0348600e+01   2.8799811e+01
  -1.9638383e+01   2.7346809e+01
  -1.8889531e+01   2.7566910e+01
  -1.8647357e+01   2.8704935e+01
  -2.1361951e+01   3.0136974e+01
  -2.0297459e+01   2.8340275e+01
  -1.9244625e+01   2.6951001e+01
  -1.8424079e+01   2.8702929e+01
  -2.0495828e+01   2.7150477e+01
  -2.0952244e+01   2.8575750e+01
  -2.0247117e+01   2.7085579e+01
  -1.9121265e+01   2.7417115e+01
  -1.9500005e+01   2.8188827e+01
  -1.8065150e+01   2.8541498e+01
  -2.1199490e+01   2.7577426e+01
  -2.2051823e+01   2.7726706e+01
  -1.9422023e+01   2.8151172e+01
  -2.0304686e+01   2.7874943e+01
  -1.8486651e+01   2.8344445e+01
  -2.0338298e+01   2.9708532e+01
  -1.9276919e+01   2.5757465e+01
  -2.0180831e+01   2.9091357e+01
  -2.1710676e+01   2.8541881e+01
  -1.9698492e+01   2.7932369e+01
  -1.9345230e+01   2.9686002e+01
  -2.0059190e+01   2.8234580e+01
  -2.1308297e+01   2.9184898e+01
  -2.1144984e+01   2.7020742e+01
  -1.6859818e+01   2.6592738e+01
  -1.9238003e+01   2.8734157e+01
  -1.8939514e+01   2.6313040e+01
  -1.8353078e+01   2.8137746e+01
  -2.0270102e+01   2.8693722e+01
  -2.1059541e+01   2.7160322e+01
