  -3.6258594483742618e-01   1.7603038370584724e-02
  -3.5135438165644534e-01   8.1635323949136168e-02
  -3.2205002960661894e-01   9.3703875045330037e-02
  -3.3384577461677761e-01   7.6720818367385382e-02
  -3.2645483868182734e-01   1.0577463142940433e-01
  -3.2423144295493750e-01   6.2867478987127551e-02
  -3.8838440559386850e-01   1.8080860880814217e-02
  -3.3523699879744079e-01   8.7956680702995768e-02
  -3.4289436176744575e-01   4.8453561239524413e-02
  -3.9319662107645731e-01  -1.4828752794884105e-02
  -3.8409977467356615e-01   3.2682142292244726e-02
  -3.0090168807886791e-01   8.7223180020776989e-02
  -3.6222374180875094e-01   1.9716981388329176e-02
  -3.4327671153395029e-01   7.2845496939790436e-02
  -3.3955121554590845e-01  -1.4344647278647100e-03
  -4.1353184448759173e-01   3.5530947953956477e-02
  -3.4151775072162327e-01   9.3500495709777962e-02
  -4.1259343309629287e-01   5.4002309217736230e-02
  -3.5798272894695543e-01   3.5462731654429494e-02
  -3.1653337670369236e-01  -4.5964112769921470e-03
  -3.5742630012479626e-01   3.8278544832639268e-02
  -3.9011880939446486e-01   1.6289557619229567e-02
  -3.4397486321982196e-01   5.7272451920500178e-02
  -3.9054118554218203e-01  -1.9581640385303523e-02
  -4.1448949395748702e-01   6.1547269670015183e-04
  -3.6126085725692353e-01   4.6713153393500732e-02
  -3.2231285201087184e-01   6.2865316367850158e-02
  -3.3984028247440945e-01   1.0288534289662639e-03
  -3.3444469865453702e-01   9.0211003680846946e-02
  -3.9858651811196921e-01  -3.3605029962391663e-03
  -3.1570197384640281e-01   1.1366209793200031e-01
  -3.8572144714182638e-01  -2.1774787197415931e-02
  -4.4557194110787485e-01  -8.9416545646397713e-02
  -3.9344657532880367e-01   3.2543116298197304e-02
  -3.6855229948137730e-01   1.9947143414377637e-02
  -3.1583376834895027e-01   6.2070167238434878e-02
  -2.8775050079939474e-01   9.5783064311323760e-02
  -2.9355299680934732e-01   6.3097918506689180e-02
  -3.4614468634757728e-01   9.3761694448228378e-02
  -4.2189020369132280e-01  -6.3722590613955549e-02
  -3.8176549766152573e-01   4.0063559905737019e-02
  -3.7642476109974210e-01   6.1453665119409239e-03
  -3.4021127438087828e-01   1.6386617223239589e-02
  -2.7609901708807733e-01   1.0861816508686506e-01
  -3.9498041171955428e-01  -5.1441152259980069e-02
  -3.1760755834744347e-01   2.8823087149395930e-02
  -3.3559729143673889e-01   8.9121310135706247e-02
  -2.9369564719211910e-01   1.2895836880672462e-01
  -4.1366929234833960e-01  -2.8685633944486279e-02
  -3.7625722361646857e-01   1.5747626896687867e-02
  -3.6051414614008881e-01   5.8348180085832257e-02
  -4.4671237141991671e-01  -3.0804683025640097e-02
  -3.4507824809117765e-01   3.7684711098650688e-02
  -3.5425728161933334e-01   5.5113757565635461e-02
  -3.8815500899685068e-01   1.4434701201702491e-02
  -4.1722465122888314e-01  -7.6603764068863128e-02
  -3.8060036252550572e-01   5.4232352456490981e-02
  -3.9981946364062398e-01  -6.1504474118951680e-03
  -3.2829203161059950e-01   8.1635850104218394e-02
  -3.7109458806381718e-01  -1.6411049924999938e-02
  -3.3045031667560287e-01   3.3110714669295480e-02
  -2.9572119048316614e-01   8.3621401663668424e-02
  -3.6501419827245057e-01   4.2923448909777943e-02
  -2.8294657810673679e-01   1.1490535297875973e-01
  -3.2450338300770992e-01   3.2629924710377699e-02
  -2.9292760414368063e-01   1.2346366854957282e-01
  -3.3614371131091364e-01   2.5788796732337988e-02
  -3.0515713211368511e-01   1.2279287579608605e-01
  -3.4877463397370406e-01   6.3665402110409164e-02
  -3.3129107406379665e-01   8.3121791901026296e-02
  -3.5058091289620280e-01   3.4010324496047503e-02
  -3.0596327800659429e-01   1.0889165027283237e-01
  -3.0117037666866969e-01   4.8599349402488085e-02
  -3.3083138789578298e-01   1.0679874470702124e-02
  -3.7256807735483044e-01   5.2094937130190991e-02
  -3.5667256380622608e-01  -2.7939937634831363e-02
  -2.8424136396970029e-01   1.0075483068997275e-01
  -2.5761407880136472e-01   1.6209935263627120e-01
  -3.3809964652898755e-01   2.2095860818110331e-02
  -3.2774923960644059e-01   6.7632970977604803e-02
  -2.7659522535634806e-01   7.2797115316856731e-02
  -3.4097763285993499e-01   2.3754132321295106e-02
  -2.7821026811295063e-01   1.2095614084126032e-01
  -3.0039081509321897e-01   1.4320626210319046e-01
  -2.8747271709928596e-01   5.8922538254554083e-02
  -3.0234501623331700e-01   6.3597570726510469e-02
  -3.3677599750119414e-01   3.2598192060704009e-02
  -3.8139606369740958e-01   2.8409835471473514e-02
  -2.9381433546156638e-01   5.0225085993820764e-02
  -3.4449721030053793e-01   4.9666498601872257e-02
  -3.2510544933050900e-01   1.1006499426158282e-01
  -3.5589950441248858e-01   7.6436886207861043e-02
  -2.8089701456769700e-01   4.2752621345631278e-02
  -2.7374815110544326e-01   9.6914568494002665e-02
  -2.7953580152959412e-01   1.5121068249550537e-01
  -2.7401203575232386e-01   1.5829586900207374e-01
  -3.6814299859945798e-01  -1.5020174417286897e-02
  -3.3792990163425646e-01   2.5025101653909580e-02
  -3.6796419876443626e-01  -1.9061832768712480e-03
